,hypothesis,premis,label,category
511,Some violinist said wherever you find schools youll find students., If you find schools youll find students.,True,composition
512,Some wages clerk said wherever you find cars youll find hubcaps., If you find cars youll find hubcaps.,True,composition
513,Some warehouseman said wherever you find domains youll find orders., If you find domains youll find orders.,True,composition
514,Some warehouseman said wherever you find hotels youll find customers., If you find hotels youll find customers.,True,composition
515,Some welder said wherever you find desks youll find drawers., If you find desks youll find drawers.,True,composition
516,Some writer said wherever you find books youll find paragraphs., If you find books youll find paragraphs.,True,composition
517,Some writer said wherever you find songs youll find muscisians., If you find songs youll find muscisians.,True,composition
518,Some zoo keeper said wherever you find hospitals youll find beds., If you find hospitals youll find beds.,True,composition
519,Some accounts staff came across some hotels., Some accounts staff came across some rooms.,True,composition
520,Some acoustic engineer came across some beaches., Some acoustic engineer came across some sand.,True,composition
521,Some adjustor came across some books., Some adjustor came across some letters.,True,composition
522,Some administrator came across some books., Some administrator came across some sentences.,True,composition
523,Some advertising assistant came across some pens., Some advertising assistant came across some ink.,True,composition
524,Some airman came across some songs., Some airman came across some muscisians.,True,composition
525,Some ambulance crew came across some parks., Some ambulance crew came across some swings.,True,composition
526,Some antique dealer came across some artworks., Some antique dealer came across some chemicals.,True,composition
527,Some assistant manager came across some artworks., Some assistant manager came across some paints.,True,composition
528,Some assistant teacher came across some songs., Some assistant teacher came across some bands.,True,composition
529,Some astrologer came across some cities., Some astrologer came across some neighborhoods.,True,composition
530,Some auto electrician came across some flowers., Some auto electrician came across some pedals.,True,composition
531,Some betting shop came across some domains., Some betting shop came across some kingdoms.,True,composition
532,Some biologist came across some computer., Some biologist came across some processor.,True,composition
533,Some botanist came across some homes., Some botanist came across some families.,True,composition
534,Some brewery worker came across some cities., Some brewery worker came across some neighborhoods.,True,composition
535,Some building advisor came across some cities., Some building advisor came across some apartments.,True,composition
536,Some building engineer came across some stores., Some building engineer came across some employees.,True,composition
537,Some building estimator came across some churches., Some building estimator came across some pews.,True,composition
538,Some bursar came across some hospitals., Some bursar came across some patients.,True,composition
539,Some cable tv installer came across some schools., Some cable tv installer came across some students.,True,composition
540,Some cafe owner came across some cities., Some cafe owner came across some apartments.,True,composition
541,Some care assistant came across some hotels., Some care assistant came across some beds.,True,composition
542,Some cargo operator came across some flowers., Some cargo operator came across some pedals.,True,composition
543,Some carpet cleaner came across some domains., Some carpet cleaner came across some genera.,True,composition
544,Some cartographer came across some schools., Some cartographer came across some students.,True,composition
545,Some caterer came across some books., Some caterer came across some words.,True,composition
546,Some catering consultant came across some zoos., Some catering consultant came across some animals.,True,composition
547,Some chaplain came across some books., Some chaplain came across some paragraphs.,True,composition
548,Some chemist came across some computer., Some chemist came across some silicon.,True,composition
549,Some child minder came across some teapots., Some child minder came across some tea.,True,composition
550,Some china restorer came across some hospitals., Some china restorer came across some patients.,True,composition
551,Some church warden came across some flowers., Some church warden came across some pedals.,True,composition
552,Some circus worker came across some homes., Some circus worker came across some children.,True,composition
553,Some clergyman came across some computer., Some clergyman came across some processor.,True,composition
554,Some decorator came across some artworks., Some decorator came across some chemicals.,True,composition
555,Some employee came across some domains., Some employee came across some classes.,True,composition
556,Some flour miller came across some stores., Some flour miller came across some bones.,True,composition
557,Some forensic scientist came across some books., Some forensic scientist came across some pages.,True,composition
558,Some furnace man came across some parks., Some furnace man came across some chains.,True,composition
559,Some golf club professional came across some flowers., Some golf club professional came across some pedals.,True,composition
560,Some golf club professional came across some books., Some golf club professional came across some words.,True,composition
561,Some golfer came across some domains., Some golfer came across some species.,True,composition
562,Some ground worker came across some songs., Some ground worker came across some instruments.,True,composition
563,Some hairdresser came across some schools., Some hairdresser came across some classrooms.,True,composition
564,Some health and safety came across some books., Some health and safety came across some words.,True,composition
565,Some highway inspector came across some books., Some highway inspector came across some letters.,True,composition
566,Some historian came across some cars., Some historian came across some wheels.,True,composition
567,Some horse trader came across some ponds., Some horse trader came across some molecules.,True,composition
568,Some horse trader came across some songs., Some horse trader came across some bands.,True,composition
569,Some horse trainer came across some books., Some horse trainer came across some words.,True,composition
570,Some horticulturalist came across some hospitals., Some horticulturalist came across some beds.,True,composition
571,Some hospital orderly came across some decks., Some hospital orderly came across some cards.,True,composition
572,Some househusband came across some domains., Some househusband came across some kingdoms.,True,composition
573,Some importer came across some domains., Some importer came across some genera.,True,composition
574,Some instrument technician came across some computer., Some instrument technician came across some silicon.,True,composition
575,Some interior decorator came across some songs., Some interior decorator came across some instruments.,True,composition
576,Some interior designer came across some forests., Some interior designer came across some trees.,True,composition
577,Some investment banker came across some gardens., Some investment banker came across some plants.,True,composition
578,Some joiner came across some songs., Some joiner came across some bands.,True,composition
579,Some judge came across some cars., Some judge came across some wheels.,True,composition
580,Some kitchen worker came across some zoos., Some kitchen worker came across some animals.,True,composition
581,Some laminator came across some schools., Some laminator came across some classrooms.,True,composition
582,Some law clerk came across some drums., Some law clerk came across some snares.,True,composition
583,Some legal advisor came across some domains., Some legal advisor came across some species.,True,composition
584,Some legal executive came across some schools., Some legal executive came across some students.,True,composition
585,Some literary agent came across some decks., Some literary agent came across some suits.,True,composition
586,Some literary editor came across some schools., Some literary editor came across some classrooms.,True,composition
587,Some lumberjack came across some artworks., Some lumberjack came across some paints.,True,composition
588,Some machine setter came across some drums., Some machine setter came across some snares.,True,composition
589,Some machine setter came across some beaches., Some machine setter came across some sand.,True,composition
590,Some manufacturing came across some domains., Some manufacturing came across some genera.,True,composition
591,Some marine engineer came across some domains., Some marine engineer came across some classes.,True,composition
592,Some market gardener came across some songs., Some market gardener came across some bands.,True,composition
593,Some market trader came across some ponds., Some market trader came across some molecules.,True,composition
594,Some market trader came across some songs., Some market trader came across some bands.,True,composition
595,Some marketing director came across some desks., Some marketing director came across some drawers.,True,composition
596,Some masseuse came across some ponds., Some masseuse came across some water.,True,composition
597,Some master mariner came across some desks., Some master mariner came across some utensils.,True,composition
598,Some medical researcher came across some beaches., Some medical researcher came across some sand.,True,composition
599,Some merchant came across some hotels., Some merchant came across some customers.,True,composition
600,Some messenger came across some stores., Some messenger came across some bones.,True,composition
601,Some metallurgist came across some decks., Some metallurgist came across some cards.,True,composition
602,Some milkman came across some domains., Some milkman came across some phylums.,True,composition
603,Some motor trader came across some homes., Some motor trader came across some families.,True,composition
604,Some negotiator came across some teapots., Some negotiator came across some tea.,True,composition
605,Some nun came across some desks., Some nun came across some utensils.,True,composition
606,Some nursing assistant came across some domains., Some nursing assistant came across some classes.,True,composition
607,Some nursing auxiliary came across some hospitals., Some nursing auxiliary came across some beds.,True,composition
608,Some off shore came across some coats., Some off shore came across some zippers.,True,composition
609,Some optometrist came across some songs., Some optometrist came across some bands.,True,composition
610,Some paint consultant came across some cars., Some paint consultant came across some hubcaps.,True,composition
611,Some park ranger came across some drums., Some park ranger came across some heads.,True,composition
612,Some payroll supervisor came across some desks., Some payroll supervisor came across some utensils.,True,composition
613,Some photographer came across some flowers., Some photographer came across some pedals.,True,composition
614,Some physiologist came across some drums., Some physiologist came across some snares.,True,composition
615,Some picture reseacher came across some flowers., Some picture reseacher came across some pedals.,True,composition
616,Some plant driver came across some domains., Some plant driver came across some genera.,True,composition
617,Some podiatrist came across some ponds., Some podiatrist came across some molecules.,True,composition
618,Some pools collector came across some computer., Some pools collector came across some processor.,True,composition
619,Some postwoman came across some ponds., Some postwoman came across some water.,True,composition
620,Some practice manager came across some homes., Some practice manager came across some children.,True,composition
621,Some probation worker came across some beaches., Some probation worker came across some sand.,True,composition
622,Some professional boxer came across some coats., Some professional boxer came across some zippers.,True,composition
623,Some professional racing came across some cities., Some professional racing came across some apartments.,True,composition
624,Some project leader came across some pens., Some project leader came across some ink.,True,composition
625,Some property dealer came across some books., Some property dealer came across some words.,True,composition
626,Some psychiatrist came across some domains., Some psychiatrist came across some families.,True,composition
627,Some public house manager came across some artworks., Some public house manager came across some paints.,True,composition
628,Some public relations of?cer came across some artworks., Some public relations of?cer came across some paints.,True,composition
629,Some quality engineer came across some zoos., Some quality engineer came across some animals.,True,composition
630,Some racing organiser came across some drums., Some racing organiser came across some snares.,True,composition
631,Some radio controller came across some cities., Some radio controller came across some apartments.,True,composition
632,Some radio operator came across some drums., Some radio operator came across some heads.,True,composition
633,Some rector came across some zoos., Some rector came across some animals.,True,composition
634,Some regulator came across some flowers., Some regulator came across some pedals.,True,composition
635,Some reporter came across some artworks., Some reporter came across some chemicals.,True,composition
636,Some reprographic assistant came across some hospitals., Some reprographic assistant came across some beds.,True,composition
637,Some research director came across some hotels., Some research director came across some rooms.,True,composition
638,Some research technician came across some schools., Some research technician came across some students.,True,composition
639,Some road safety officer came across some drums., Some road safety officer came across some heads.,True,composition
640,Some roadworker came across some books., Some roadworker came across some words.,True,composition
641,Some royal marine came across some ponds., Some royal marine came across some water.,True,composition
642,Some rug maker came across some schools., Some rug maker came across some classrooms.,True,composition
643,Some salesman came across some hotels., Some salesman came across some rooms.,True,composition
644,Some screen writer came across some homes., Some screen writer came across some families.,True,composition
645,Some seaman came across some computer., Some seaman came across some processor.,True,composition
646,Some secretary came across some cities., Some secretary came across some people.,True,composition
647,Some security consultant came across some books., Some security consultant came across some letters.,True,composition
648,Some security controller came across some parks., Some security controller came across some chains.,True,composition
649,Some shepherd came across some songs., Some shepherd came across some instruments.,True,composition
650,Some ship builder came across some computer., Some ship builder came across some silicon.,True,composition
651,Some shoe maker came across some domains., Some shoe maker came across some families.,True,composition
652,Some shop fitter came across some songs., Some shop fitter came across some muscisians.,True,composition
653,Some shop keeper came across some homes., Some shop keeper came across some children.,True,composition
654,Some shot blaster came across some schools., Some shot blaster came across some students.,True,composition
655,Some special needs came across some domains., Some special needs came across some kingdoms.,True,composition
656,Some sports commentator came across some books., Some sports commentator came across some sentences.,True,composition
657,Some stenographer came across some parks., Some stenographer came across some swings.,True,composition
658,Some storewoman came across some desks., Some storewoman came across some drawers.,True,composition
659,Some tax assistant came across some flowers., Some tax assistant came across some pedals.,True,composition
660,Some tea blender came across some books., Some tea blender came across some words.,True,composition
661,Some technical co-ordinator came across some desks., Some technical co-ordinator came across some drawers.,True,composition
662,Some technical instructor came across some desks., Some technical instructor came across some utensils.,True,composition
663,Some technical liaison came across some parks., Some technical liaison came across some chains.,True,composition
664,Some television engineer came across some desks., Some television engineer came across some utensils.,True,composition
665,Some tiler came across some books., Some tiler came across some words.,True,composition
666,Some tour agent came across some decks., Some tour agent came across some suits.,True,composition
667,Some toy maker came across some computer., Some toy maker came across some silicon.,True,composition
668,Some toy trader came across some homes., Some toy trader came across some families.,True,composition
669,Some track worker came across some hospitals., Some track worker came across some beds.,True,composition
670,Some tractor mechanic came across some books., Some tractor mechanic came across some paragraphs.,True,composition
671,Some transcriber came across some domains., Some transcriber came across some kingdoms.,True,composition
672,Some transport planner came across some forests., Some transport planner came across some trees.,True,composition
673,Some travel courier came across some domains., Some travel courier came across some families.,True,composition
674,Some typist came across some books., Some typist came across some letters.,True,composition
675,Some tyre fitter came across some stores., Some tyre fitter came across some bones.,True,composition
676,Some upholsterer came across some domains., Some upholsterer came across some species.,True,composition
677,Some wages clerk came across some books., Some wages clerk came across some sentences.,True,composition
678,Some waiter came across some forests., Some waiter came across some trees.,True,composition
679,Some warehouse manager came across some domains., Some warehouse manager came across some orders.,True,composition
680,Some welder came across some domains., Some welder came across some phylums.,True,composition
681,Some welfare officer came across some hospitals., Some welfare officer came across some patients.,True,composition
682,Some window dresser came across some hotels., Some window dresser came across some rooms.,True,composition
683,Some youth hostel warden came across some ponds., Some youth hostel warden came across some water.,True,composition
684,Some acoustic engineer found some coats., Some acoustic engineer found some zippers.,True,composition
685,Some actor found some stores., Some actor found some employees.,True,composition
686,Some administration clerk found some decks., Some administration clerk found some cards.,True,composition
687,Some advertising agent found some domains., Some advertising agent found some families.,True,composition
688,Some advertising contractor found some forests., Some advertising contractor found some leafs.,True,composition
689,Some advertising executive found some teapots., Some advertising executive found some tea.,True,composition
690,Some advertising manager found some songs., Some advertising manager found some instruments.,True,composition
691,Some advertising staff found some books., Some advertising staff found some letters.,True,composition
692,Some aerial erector found some hotels., Some aerial erector found some rooms.,True,composition
693,Some airport manager found some zoos., Some airport manager found some animals.,True,composition
694,Some applications engineer found some cars., Some applications engineer found some wheels.,True,composition
695,Some archaeologist found some domains., Some archaeologist found some families.,True,composition
696,Some artexer found some forests., Some artexer found some leafs.,True,composition
697,Some arts found some cars., Some arts found some hubcaps.,True,composition
698,Some baker found some cities., Some baker found some apartments.,True,composition
699,Some bill poster found some songs., Some bill poster found some instruments.,True,composition
700,Some biochemist found some cities., Some biochemist found some neighborhoods.,True,composition
701,Some branch manager found some books., Some branch manager found some letters.,True,composition
702,Some builders labourer found some hospitals., Some builders labourer found some beds.,True,composition
703,Some building control found some cities., Some building control found some neighborhoods.,True,composition
704,Some calibration manager found some computer., Some calibration manager found some silicon.,True,composition
705,Some car salesman found some hotels., Some car salesman found some beds.,True,composition
706,Some carpenter found some hotels., Some carpenter found some customers.,True,composition
707,Some ceiling contractor found some pens., Some ceiling contractor found some ink.,True,composition
708,Some chambermaid found some parks., Some chambermaid found some swings.,True,composition
709,Some chartered found some cities., Some chartered found some neighborhoods.,True,composition
710,Some chartered found some desks., Some chartered found some utensils.,True,composition
711,Some childminder found some computer., Some childminder found some processor.,True,composition
712,Some chiropodist found some books., Some chiropodist found some paragraphs.,True,composition
713,Some classroom aide found some homes., Some classroom aide found some children.,True,composition
714,Some cleaner found some homes., Some cleaner found some children.,True,composition
715,Some councillor found some books., Some councillor found some pages.,True,composition
716,Some delivery driver found some domains., Some delivery driver found some classes.,True,composition
717,Some employee found some stores., Some employee found some employees.,True,composition
718,Some entertainer found some teapots., Some entertainer found some tea.,True,composition
719,Some executive found some parks., Some executive found some swings.,True,composition
720,Some fork lift truck driver found some cities., Some fork lift truck driver found some people.,True,composition
721,Some fund raiser found some domains., Some fund raiser found some classes.,True,composition
722,Some furniture remover found some hospitals., Some furniture remover found some patients.,True,composition
723,Some furrier found some forests., Some furrier found some trees.,True,composition
724,Some gardener found some hotels., Some gardener found some beds.,True,composition
725,Some gilder found some domains., Some gilder found some kingdoms.,True,composition
726,Some glass worker found some drums., Some glass worker found some snares.,True,composition
727,Some golfer found some homes., Some golfer found some families.,True,composition
728,Some gravel merchant found some pens., Some gravel merchant found some ink.,True,composition
729,Some guest house owner found some decks., Some guest house owner found some suits.,True,composition
730,Some homeworker found some homes., Some homeworker found some children.,True,composition
731,Some horticulturalist found some schools., Some horticulturalist found some students.,True,composition
732,Some hostess found some stores., Some hostess found some bones.,True,composition
733,Some hot foil printer found some hospitals., Some hot foil printer found some patients.,True,composition
734,Some housing officer found some books., Some housing officer found some letters.,True,composition
735,Some hypnotist found some hotels., Some hypnotist found some beds.,True,composition
736,Some interior decorator found some domains., Some interior decorator found some orders.,True,composition
737,Some interpreter found some hotels., Some interpreter found some beds.,True,composition
738,Some investigator found some gardens., Some investigator found some plants.,True,composition
739,Some kitchen worker found some hotels., Some kitchen worker found some customers.,True,composition
740,Some laboratory analyst found some gardens., Some laboratory analyst found some plants.,True,composition
741,Some landworker found some hotels., Some landworker found some beds.,True,composition
742,Some lavatory attendant found some ponds., Some lavatory attendant found some water.,True,composition
743,Some lawn mower found some books., Some lawn mower found some words.,True,composition
744,Some letting agent found some cars., Some letting agent found some hubcaps.,True,composition
745,Some line worker found some hotels., Some line worker found some customers.,True,composition
746,Some local government found some pens., Some local government found some ink.,True,composition
747,Some local government found some computer., Some local government found some processor.,True,composition
748,Some locksmith found some cities., Some locksmith found some apartments.,True,composition
749,Some loss assessor found some books., Some loss assessor found some sentences.,True,composition
750,Some machine fitters found some hospitals., Some machine fitters found some patients.,True,composition
751,Some machine tool found some hospitals., Some machine tool found some beds.,True,composition
752,Some marble mason found some desks., Some marble mason found some drawers.,True,composition
753,Some marine consultant found some forests., Some marine consultant found some trees.,True,composition
754,Some marine geologist found some ponds., Some marine geologist found some molecules.,True,composition
755,Some market research found some stores., Some market research found some employees.,True,composition
756,Some marquee erector found some domains., Some marquee erector found some kingdoms.,True,composition
757,Some materials manager found some books., Some materials manager found some paragraphs.,True,composition
758,Some materials manager found some books., Some materials manager found some letters.,True,composition
759,Some maths teacher found some songs., Some maths teacher found some bands.,True,composition
760,Some matron found some cars., Some matron found some wheels.,True,composition
761,Some merchant seaman found some domains., Some merchant seaman found some families.,True,composition
762,Some merchant seaman found some desks., Some merchant seaman found some drawers.,True,composition
763,Some messenger found some cities., Some messenger found some neighborhoods.,True,composition
764,Some metal engineer found some domains., Some metal engineer found some families.,True,composition
765,Some meteorologist found some stores., Some meteorologist found some bones.,True,composition
766,Some mill worker found some drums., Some mill worker found some snares.,True,composition
767,Some mining consultant found some artworks., Some mining consultant found some chemicals.,True,composition
768,Some museum attendant found some decks., Some museum attendant found some cards.,True,composition
769,Some nuclear scientist found some domains., Some nuclear scientist found some orders.,True,composition
770,Some nursery worker found some beaches., Some nursery worker found some sand.,True,composition
771,Some nurseryman found some ponds., Some nurseryman found some molecules.,True,composition
772,Some nutritionist found some domains., Some nutritionist found some kingdoms.,True,composition
773,Some panel beater found some cars., Some panel beater found some wheels.,True,composition
774,Some parts manager found some homes., Some parts manager found some children.,True,composition
775,Some patent agent found some computer., Some patent agent found some silicon.,True,composition
776,Some payroll manager found some artworks., Some payroll manager found some chemicals.,True,composition
777,Some photographer found some computer., Some photographer found some processor.,True,composition
778,Some physician found some ponds., Some physician found some water.,True,composition
779,Some physicist found some domains., Some physicist found some classes.,True,composition
780,Some physiotherapist found some forests., Some physiotherapist found some trees.,True,composition
781,Some planning manager found some stores., Some planning manager found some employees.,True,composition
782,Some police officer found some desks., Some police officer found some utensils.,True,composition
783,Some pools collector found some homes., Some pools collector found some families.,True,composition
784,Some presser found some homes., Some presser found some children.,True,composition
785,Some production engineer found some books., Some production engineer found some sentences.,True,composition
786,Some project engineer found some parks., Some project engineer found some chains.,True,composition
787,Some property valuer found some domains., Some property valuer found some genera.,True,composition
788,Some psychotherapist found some flowers., Some psychotherapist found some pedals.,True,composition
789,Some quality inspector found some beaches., Some quality inspector found some sand.,True,composition
790,Some racehorse groom found some desks., Some racehorse groom found some drawers.,True,composition
791,Some racing organiser found some stores., Some racing organiser found some employees.,True,composition
792,Some radio director found some domains., Some radio director found some phylums.,True,composition
793,Some radio director found some parks., Some radio director found some swings.,True,composition
794,Some radio producer found some forests., Some radio producer found some trees.,True,composition
795,Some recreational found some domains., Some recreational found some species.,True,composition
796,Some recruitment consultant found some forests., Some recruitment consultant found some trees.,True,composition
797,Some recruitment consultant found some forests., Some recruitment consultant found some leafs.,True,composition
798,Some research director found some books., Some research director found some words.,True,composition
799,Some research scientist found some stores., Some research scientist found some employees.,True,composition
800,Some researcher found some flowers., Some researcher found some pedals.,True,composition
801,Some restorer found some computer., Some restorer found some silicon.,True,composition
802,Some retired found some zoos., Some retired found some animals.,True,composition
803,Some sales executive found some stores., Some sales executive found some bones.,True,composition
804,Some sales executive found some songs., Some sales executive found some bands.,True,composition
805,Some sales representative found some schools., Some sales representative found some students.,True,composition
806,Some sand blaster found some stores., Some sand blaster found some bones.,True,composition
807,Some scientist found some artworks., Some scientist found some paints.,True,composition
808,Some sculptor found some hotels., Some sculptor found some rooms.,True,composition
809,Some sculptor found some ponds., Some sculptor found some water.,True,composition
810,Some security guard found some ponds., Some security guard found some water.,True,composition
811,Some ship broker found some cars., Some ship broker found some wheels.,True,composition
812,Some ship broker found some cars., Some ship broker found some hubcaps.,True,composition
813,Some shunter found some teapots., Some shunter found some tea.,True,composition
814,Some smallholder found some books., Some smallholder found some words.,True,composition
815,Some software consultant found some coats., Some software consultant found some zippers.,True,composition
816,Some software consultant found some zoos., Some software consultant found some animals.,True,composition
817,Some sports commentator found some stores., Some sports commentator found some bones.,True,composition
818,Some street trader found some flowers., Some street trader found some pedals.,True,composition
819,Some surveyor found some books., Some surveyor found some pages.,True,composition
820,Some tattooist found some computer., Some tattooist found some processor.,True,composition
821,Some telecommunication found some domains., Some telecommunication found some phylums.,True,composition
822,Some telesales person found some homes., Some telesales person found some children.,True,composition
823,Some telex operator found some beaches., Some telex operator found some sand.,True,composition
824,Some theatre manager found some hotels., Some theatre manager found some rooms.,True,composition
825,Some theatre technician found some hotels., Some theatre technician found some customers.,True,composition
826,Some timber worker found some hotels., Some timber worker found some beds.,True,composition
827,Some timber worker found some ponds., Some timber worker found some water.,True,composition
828,Some traffic warden found some schools., Some traffic warden found some classrooms.,True,composition
829,Some trainee manager found some books., Some trainee manager found some letters.,True,composition
830,Some training co-ordinator found some parks., Some training co-ordinator found some chains.,True,composition
831,Some training consultant found some books., Some training consultant found some pages.,True,composition
832,Some translator found some ponds., Some translator found some molecules.,True,composition
833,Some travel agent found some hospitals., Some travel agent found some patients.,True,composition
834,Some tyre inspector found some cars., Some tyre inspector found some hubcaps.,True,composition
835,Some verger found some drums., Some verger found some heads.,True,composition
836,Some verger found some books., Some verger found some pages.,True,composition
837,Some vicar found some cars., Some vicar found some wheels.,True,composition
838,Some video artist found some cities., Some video artist found some apartments.,True,composition
839,Some warehouseman found some pens., Some warehouseman found some ink.,True,composition
840,Some warehousewoman found some domains., Some warehousewoman found some classes.,True,composition
841,Some wine merchant found some books., Some wine merchant found some paragraphs.,True,composition
842,Some zoo keeper found some forests., Some zoo keeper found some leafs.,True,composition
843,Some zoo manager found some songs., Some zoo manager found some bands.,True,composition
844,Some accounts clerk came across some leafs in some forests., Some accounts clerk came across some leafs in some forests.,True,composition
845,Some acoustic engineer came across some molecules in some ponds., Some acoustic engineer came across some molecules in some ponds.,True,composition
846,Some actress came across some ink in some pens., Some actress came across some ink in some pens.,True,composition
847,Some acupuncturist came across some suits in some decks., Some acupuncturist came across some suits in some decks.,True,composition
848,Some aerobic instructor came across some leafs in some forests., Some aerobic instructor came across some leafs in some forests.,True,composition
849,Some aircraft designer came across some heads in some drums., Some aircraft designer came across some heads in some drums.,True,composition
850,Some aircraft maintenance engineer came across some chemicals in some artworks., Some aircraft maintenance engineer came across some chemicals in some artworks.,True,composition
851,Some aircraft surface finisher came across some plants in some gardens., Some aircraft surface finisher came across some plants in some gardens.,True,composition
852,Some applications engineer came across some snares in some drums., Some applications engineer came across some snares in some drums.,True,composition
853,Some area manager came across some apartments in some cities., Some area manager came across some apartments in some cities.,True,composition
854,Some art historian came across some customers in some hotels., Some art historian came across some customers in some hotels.,True,composition
855,Some assessor came across some paints in some artworks., Some assessor came across some paints in some artworks.,True,composition
856,Some assistant teacher came across some phylums in some domains., Some assistant teacher came across some phylums in some domains.,True,composition
857,Some audit clerk came across some phylums in some domains., Some audit clerk came across some phylums in some domains.,True,composition
858,Some bill poster came across some rooms in some hotels., Some bill poster came across some rooms in some hotels.,True,composition
859,Some blind assembler came across some apartments in some cities., Some blind assembler came across some apartments in some cities.,True,composition
860,Some branch manager came across some customers in some hotels., Some branch manager came across some customers in some hotels.,True,composition
861,Some builder came across some pedals in some flowers., Some builder came across some pedals in some flowers.,True,composition
862,Some builders labourer came across some pages in some books., Some builders labourer came across some pages in some books.,True,composition
863,Some building control came across some chains in some parks., Some building control came across some chains in some parks.,True,composition
864,Some building estimator came across some zippers in some coats., Some building estimator came across some zippers in some coats.,True,composition
865,Some building estimator came across some words in some books., Some building estimator came across some words in some books.,True,composition
866,Some bursar came across some families in some homes., Some bursar came across some families in some homes.,True,composition
867,Some buyer came across some tea in some teapots., Some buyer came across some tea in some teapots.,True,composition
868,Some calibration manager came across some families in some domains., Some calibration manager came across some families in some domains.,True,composition
869,Some calibration manager came across some families in some homes., Some calibration manager came across some families in some homes.,True,composition
870,Some camera repairer came across some orders in some domains., Some camera repairer came across some orders in some domains.,True,composition
871,Some car dealer came across some letters in some books., Some car dealer came across some letters in some books.,True,composition
872,Some caretaker came across some paragraphs in some books., Some caretaker came across some paragraphs in some books.,True,composition
873,Some cartoonist came across some neighborhoods in some cities., Some cartoonist came across some neighborhoods in some cities.,True,composition
874,Some chimney sweep came across some species in some domains., Some chimney sweep came across some species in some domains.,True,composition
875,Some circus proprietor came across some genera in some domains., Some circus proprietor came across some genera in some domains.,True,composition
876,Some civil servant came across some families in some homes., Some civil servant came across some families in some homes.,True,composition
877,Some economist came across some processor in some computer., Some economist came across some processor in some computer.,True,composition
878,Some employee came across some heads in some drums., Some employee came across some heads in some drums.,True,composition
879,Some flour miller came across some trees in some forests., Some flour miller came across some trees in some forests.,True,composition
880,Some footballer came across some heads in some drums., Some footballer came across some heads in some drums.,True,composition
881,Some fruiterer came across some swings in some parks., Some fruiterer came across some swings in some parks.,True,composition
882,Some gaming board inspector came across some tea in some teapots., Some gaming board inspector came across some tea in some teapots.,True,composition
883,Some garage manager came across some bands in some songs., Some garage manager came across some bands in some songs.,True,composition
884,Some geophysicist came across some paragraphs in some books., Some geophysicist came across some paragraphs in some books.,True,composition
885,Some graphologist came across some processor in some computer., Some graphologist came across some processor in some computer.,True,composition
886,Some graphologist came across some utensils in some desks., Some graphologist came across some utensils in some desks.,True,composition
887,Some groundsman came across some words in some books., Some groundsman came across some words in some books.,True,composition
888,Some guest house owner came across some heads in some drums., Some guest house owner came across some heads in some drums.,True,composition
889,Some hairdresser came across some genera in some domains., Some hairdresser came across some genera in some domains.,True,composition
890,Some hairdresser came across some chemicals in some artworks., Some hairdresser came across some chemicals in some artworks.,True,composition
891,Some hardware dealer came across some animals in some zoos., Some hardware dealer came across some animals in some zoos.,True,composition
892,Some health consultant came across some families in some homes., Some health consultant came across some families in some homes.,True,composition
893,Some health service came across some children in some homes., Some health service came across some children in some homes.,True,composition
894,Some historian came across some silicon in some computer., Some historian came across some silicon in some computer.,True,composition
895,Some horse trader came across some sand in some beaches., Some horse trader came across some sand in some beaches.,True,composition
896,Some hospital manager came across some silicon in some computer., Some hospital manager came across some silicon in some computer.,True,composition
897,Some hotel consultant came across some silicon in some computer., Some hotel consultant came across some silicon in some computer.,True,composition
898,Some hotel consultant came across some swings in some parks., Some hotel consultant came across some swings in some parks.,True,composition
899,Some hypnotherapist came across some heads in some drums., Some hypnotherapist came across some heads in some drums.,True,composition
900,Some hypnotist came across some zippers in some coats., Some hypnotist came across some zippers in some coats.,True,composition
901,Some illustrator came across some pedals in some flowers., Some illustrator came across some pedals in some flowers.,True,composition
902,Some import consultant came across some words in some books., Some import consultant came across some words in some books.,True,composition
903,Some importer came across some neighborhoods in some cities., Some importer came across some neighborhoods in some cities.,True,composition
904,Some industrial consultant came across some neighborhoods in some cities., Some industrial consultant came across some neighborhoods in some cities.,True,composition
905,Some insurance assessor came across some chains in some parks., Some insurance assessor came across some chains in some parks.,True,composition
906,Some insurance consultant came across some tea in some teapots., Some insurance consultant came across some tea in some teapots.,True,composition
907,Some interior decorator came across some letters in some books., Some interior decorator came across some letters in some books.,True,composition
908,Some jockey came across some leafs in some forests., Some jockey came across some leafs in some forests.,True,composition
909,Some journalist came across some bones in some stores., Some journalist came across some bones in some stores.,True,composition
910,Some labelling operator came across some families in some homes., Some labelling operator came across some families in some homes.,True,composition
911,Some laundry staff came across some paints in some artworks., Some laundry staff came across some paints in some artworks.,True,composition
912,Some licensing came across some silicon in some computer., Some licensing came across some silicon in some computer.,True,composition
